cost        CG2        HBCS        ScaleStar
2        3278.02        3670.51        3308.41
3        2470.74        3189.62        2459.26
4        2144.34        2670.91        2157.02
5        1833.45        1960.95        1862.85
6        1597.08        1869.58        1597.36
7        1493.31        1765.8        1498.9
8        1390.67        1610.18        1404.77
9        1303.86        1308.26        1323.59
10        1248.9        1275.5        1323.59
11        1196.88        1253.23        1323.59
12        1149.17        1237.43        1323.59
13        1117.32        1227.84        1323.59
14        1085.68        1222.86        1323.59
15        1058.59        1205.61        1323.59
16        1036.26        1183.37        1323.59
17        1015.3        1172        1323.59
18        995.66        1172        1323.59
19        978.78        1148.59        1323.59
20        964.16        1122.08        1323.59
21        949.27        949.27        1323.59
