cost        CG2        HBCS        ScaleStar
2        2643        3123.67        2650.65
3        1982.34        2487.88        1989.56
4        1732.23        2121.31        1739.13
5        1478.08        1748.23        1490.68
6        1291.5        1584.5        1292.6
7        1207.28        1278.5        1208.34
8        1141.58        1127.41        1124.05
9        1054.7        1057.01        1061.79
10        1008.59        1026.87        1061.79
11        973.86        1012.38        1061.79
12        933.27        1002.5        1061.79
13        904.15        991.7        1061.79
14        883.08        976.5        1061.79
15        857.65        965.63        1061.79
16        838.17        952.67        1061.79
17        822.13        946.55        1061.79
18        805.33        924.98        1061.79
19        792        924.98        1061.79
20        780.28        923.88        1061.79
21        768.26        921.78        1061.79
