cost        CG2        HBCS        ScaleStar
2        6996.79        10298.26        7014.85
3        5143.36        7816.26        5155.69
4        4233.93        5600.31        4233.44
5        3699.81        4750.8        3784.64
6        3413.75        3689.33        3784.64
7        3177.7        3214.93        3784.64
8        3011.67        3133.25        3784.64
9        2898.82        3049.72        3784.64
10        2795.88        2963.13        3784.64
11        2713.94        2933.48        3784.64
12        2654.37        2885.9        3784.64
13        2594.53        2845.5        3784.64
14        2545.19        2820.53        3784.64
15        2508.89        2769.51        3784.64
16        2469.96        2749.18        3784.64
17        2438.14        2730.84        3784.64
18        2411.25        2710.69        3784.64
19        2386.78        2692.29        3784.64
20        2362.62        2668.4        3784.64
21        2341.22        2341.22        3784.64
