cost        CG2        HBCS        ScaleStar
2        7575.11        11098.86        7571.71
3        5547.44        8433.9        5559.41
4        4572.91        6043.87        4576.67
5        4001.5        4969.25        4098.86
6        3689.37        3904.81        4098.86
7        3437.4        3485.14        4098.86
8        3257.76        3368.88        4098.86
9        3132.87        3291.45        4098.86
10        3022.21        3204.3        4098.86
11        2935.03        3168.66        4098.86
12        2869.33        3117.16        4098.86
13        2807.48        3091.76        4098.86
14        2755.1        3038.41        4098.86
15        2711.36        3011.06        4098.86
16        2673.46        2978.03        4098.86
17        2636.56        2951.41        4098.86
18        2607.81        2933.85        4098.86
19        2582.24        2912.83        4098.86
20        2556.3        2899.61        4098.86
21        2535.28        2535.28        4098.86
