cost        CG2        HBCS        ScaleStar
2        7218.29        10795.12        7219.14
3        5294.53        8268.43        5318.82
4        4360.52        5907.98        4362.82
5        3812.37        4679.44        3901.27
6        3517.33        3688.56        3901.27
7        3274.29        3323.99        3901.27
8        3104.46        3222.25        3901.27
9        2987.51        3126        3901.27
10        2880.68        3051.06        3901.27
11        2794.81        3002.58        3901.27
12        2735.54        2972.15        3901.27
13        2673.92        2936.27        3901.27
14        2623.6        2897.14        3901.27
15        2582.81        2875.49        3901.27
16        2545.41        2849.84        3901.27
17        2512.54        2811.32        3901.27
18        2484.45        2793.55        3901.27
19        2459.22        2772.69        3901.27
20        2434.6        2752.84        3901.27
21        2413.36        2413.36        3901.27
