cost        CG2        HBCS        ScaleStar
2        5651.28        8312.94        5647.66
3        4131.69        6270.04        4148.05
4        3405.33        4610.92        3411.88
5        2980.96        3754.66        3052.12
6        2752.46        3007.37        3052.12
7        2562.38        2590.33        3052.12
8        2427.47        2503.99        3052.12
9        2336.9        2449.64        3052.12
10        2251.7        2383.73        3052.12
11        2185.22        2361.32        3052.12
12        2137.41        2319.64        3052.12
13        2090.09        2285.2        3052.12
14        2050.05        2259.04        3052.12
15        2019.64        2233.88        3052.12
16        1990.01        2215.4        3052.12
17        1964.09        2201.25        3052.12
18        1940.95        2176.88        3052.12
19        1922.35        2164.92        3052.12
20        1903.69        2154.54        3052.12
21        1886.72        1886.72        3052.12
