cost        CG2        HBCS        ScaleStar
1        8374.04        12365.78        8376.37
2        6131.95        9411.39        6138.96
3        5057.83        6637.52        5060.1
4        4425.4        5262.29        4536.43
5        4079.79        4312.42        4536.43
6        3802.44        3853.89        4536.43
7        3607.28        3740.19        4536.43
8        3469.87        3634.99        4536.43
9        3346.93        3563.36        4536.43
10        3249.85        3503.05        4536.43
11        3176.78        3465.74        4536.43
12        3108.05        3416.38        4536.43
13        3049.33        3388.53        4536.43
14        3003.89        3348.66        4536.43
15        2958.33        3302.59        4536.43
16        2920.07        3257.42        4536.43
17        2888.76        3243.73        4536.43
18        2858.71        3225.09        4536.43
19        2830.72        3206.05        4536.43
20        2806.54        2806.54        4536.43
