cost        CG2        HBCS        ScaleStar
1        6457.39        9555.07        6447.4
2        4728.28        7383.53        4744.78
3        3889.4        5122.82        3891.45
4        3402.88        4167.03        3488.41
5        3134.69        3186.66        3488.41
6        2921.59        2954.83        3488.41
7        2771.55        2866.97        3488.41
8        2666.67        2792.38        3488.41
9        2571.4        2723.45        3488.41
10        2495.35        2689.74        3488.41
11        2443.37        2647.76        3488.41
12        2390.07        2626.56        3488.41
13        2342.86        2599.38        3488.41
14        2304.67        2558.97        3488.41
15        2273.46        2532.75        3488.41
16        2243.59        2511.43        3488.41
17        2217.95        2496.79        3488.41
18        2195.58        2474.13        3488.41
19        2174.18        2456.71        3488.41
20        2155.63        2155.63        3488.41
