cost        CG2        HBCS        ScaleStar
1        7650.21        11304.86        7649.15
2        5608.09        8704        5633.09
3        4616.21        6150.46        4613.09
4        4035.45        4799.56        4135.25
5        3728.5        3806.41        4135.25
6        3469.72        3511.26        4135.25
7        3288.65        3419.18        4135.25
8        3164.75        3305.14        4135.25
9        3050.47        3245.68        4135.25
10        2961.21        3190.75        4135.25
11        2892.58        3156.03        4135.25
12        2833.23        3116.53        4135.25
13        2779.84        3081.28        4135.25
14        2736.12        3036.53        4135.25
15        2698.26        3001.16        4135.25
16        2662        2985.62        4135.25
17        2631.83        2961.99        4135.25
18        2604.83        2941.59        4135.25
19        2579.46        2912.88        4135.25
20        2557.1        2557.1        4135.25
