cost        CG2        HBCS        ScaleStar
1        7236.79        10865.79        7242.31
2        5307.93        8220.66        5327.76
3        4370.09        5744.34        4375.9
4        3822.76        4553.49        3918.25
5        3526.59        3729.35        3918.25
6        3288.76        3322.26        3918.25
7        3112.87        3230.32        3918.25
8        2993.96        3138.46        3918.25
9        2892.89        3060.46        3918.25
10        2805.5        3020.08        3918.25
11        2743.51        2980.2        3918.25
12        2683.35        2949.71        3918.25
13        2632.34        2916.62        3918.25
14        2590.66        2893.86        3918.25
15        2552.02        2850.99        3918.25
16        2520.19        2825.41        3918.25
17        2493.07        2810.71        3918.25
18        2467.36        2786.47        3918.25
19        2442.26        2774.89        3918.25
20        2421.29        2421.29        3918.25
