cost        CG2        HBCS        ScaleStar
2        6341.83        9377.88        6343.1
3        4641.82        7198.06        4670.37
4        3828.09        5277.2        3832.41
5        3346.11        4144.93        3430.29
6        3097.12        3171.43        3430.29
7        2873.83        2914.24        3430.29
8        2727.72        2828.37        3430.29
9        2622.93        2743.39        3430.29
10        2530.29        2682.26        3430.29
11        2456.61        2638.73        3430.29
12        2400.75        2609.37        3430.29
13        2347.08        2575.7        3430.29
14        2304.39        2537.36        3430.29
15        2267.55        2523.62        3430.29
16        2235.65        2499.29        3430.29
17        2206.33        2478.01        3430.29
18        2182.58        2446.3        3430.29
19        2160.77        2441.33        3430.29
20        2139.7        2423.09        3430.29
21        2121.18        2121.18        3430.29
