cost        CG2        HBCS        ScaleStar
2        6859.13        10174.69        6865.29
3        5025.04        7858.02        5034.6
4        4142.17        5455.24        4141.96
5        3623.64        4387.91        3717.67
6        3328.36        3600.81        3717.67
7        3112.56        3150.27        3717.67
8        2951.78        3064.38        3717.67
9        2834.77        2964.13        3717.67
10        2735.91        2891.5        3717.67
11        2655.66        2860.34        3717.67
12        2593.26        2831.38        3717.67
13        2539.43        2787.75        3717.67
14        2493.46        2758.2        3717.67
15        2456.14        2735.03        3717.67
16        2420.89        2685.76        3717.67
17        2388.61        2668.22        3717.67
18        2360.35        2646.79        3717.67
19        2337.34        2630.65        3717.67
20        2314.76        2613.34        3717.67
21        2294.5        2294.5        3717.67
