cost        CG2        HBCS        ScaleStar
2        6135.2        9130.78        6154.96
3        4492.15        6900.09        4514.46
4        3707.74        4810.55        3708.66
5        3246.83        3986.22        3325.91
6        2994.1        3100.19        3325.91
7        2790.78        2815.83        3325.91
8        2642.83        2737.51        3325.91
9        2542        2656.14        3325.91
10        2451.68        2583.51        3325.91
11        2379.7        2549.4        3325.91
12        2324.73        2529.33        3325.91
13        2276.32        2501.75        3325.91
14        2231.36        2474.18        3325.91
15        2196.96        2445.83        3325.91
16        2165.61        2422.5        3325.91
17        2137.93        2391.24        3325.91
18        2114.21        2376.24        3325.91
19        2093.12        2360.13        3325.91
20        2072.67        2345.89        3325.91
21        2055.17        2055.17        3325.91
