cost        CG2        HBCS        ScaleStar
1        7206.26        10732.74        7208.81
2        5281.65        8175.94        5292.35
3        4350.9        5626.18        4353.73
4        3806.44        4699.68        3900.15
5        3512.92        3590.25        3900.15
6        3273.09        3311.9        3900.15
7        3099.37        3210.74        3900.15
8        2987.58        3130.8        3900.15
9        2879.76        3054.96        3900.15
10        2791.83        3001.37        3900.15
11        2731.78        2966.83        3900.15
12        2670.61        2933.49        3900.15
13        2619.94        2901.77        3900.15
14        2580.23        2875.2        3900.15
15        2542.08        2838.41        3900.15
16        2509.17        2813.09        3900.15
17        2481.27        2791.51        3900.15
18        2456.06        2764.21        3900.15
19        2431.94        2744.22        3900.15
20        2410.65        2410.65        3900.15
