cost        CG2        HBCS        ScaleStar
2        7691.11        11468.44        7695.58
3        5654.72        8602.74        5670.88
4        4652.36        6140.32        4660.51
5        4067.92        5016.34        4167.44
6        3757.02        4100.08        4167.44
7        3494.73        3540.13        4167.44
8        3312.34        3427.13        4167.44
9        3185.85        3332.1        4167.44
10        3069.21        3268.04        4167.44
11        2982.44        3215.5        4167.44
12        2920.61        3182.4        4167.44
13        2854.88        3134.91        4167.44
14        2798.08        3102.06        4167.44
15        2756.24        3060.36        4167.44
16        2715.73        3016.69        4167.44
17        2681.85        3001.6        4167.44
18        2650.72        2982.53        4167.44
19        2623.1        2963.1        4167.44
20        2597.24        2936.15        4167.44
21        2574.6        2574.6        4167.44
