cost        CG2        HBCS        ScaleStar
2        7561.79        11255.68        7560.09
3        5550.9        8537.87        5553.45
4        4566.39        6019.21        4567.88
5        3993.35        4895.98        4101.08
6        3684.48        3898.26        4101.08
7        3430.52        3470.06        4101.08
8        3251.56        3382.28        4101.08
9        3128.15        3283.92        4101.08
10        3016.95        3189.69        4101.08
11        2927.61        3157.53        4101.08
12        2860.28        3112.76        4101.08
13        2801.55        3066.96        4101.08
14        2748.6        3036.58        4101.08
15        2706.71        3005.84        4101.08
16        2667.64        2977.33        4101.08
17        2632.57        2940.19        4101.08
18        2602.13        2923.75        4101.08
19        2576.46        2907.64        4101.08
20        2550.9        2893.24        4101.08
21        2528.97        2528.97        4101.08
