cost        CG2        HBCS        ScaleStar
2        7596.2        11277.27        7599.68
3        5561.38        8710.62        5572.85
4        4583.88        6100.2        4586.85
5        4011.47        5017.2        4110.43
6        3715.32        3845.58        4110.43
7        3450.33        3497.84        4110.43
8        3266.45        3373.43        4110.43
9        3143.23        3287.76        4110.43
10        3032.49        3211.52        4110.43
11        2940.27        3174.08        4110.43
12        2872.86        3133.12        4110.43
13        2814.08        3089.81        4110.43
14        2759.89        3038.92        4110.43
15        2717.21        3027.03        4110.43
16        2680.57        2987.63        4110.43
17        2643.22        2968.15        4110.43
18        2614.8        2944.1        4110.43
19        2588.26        2919.41        4110.43
20        2562.83        2906.61        4110.43
21        2541.05        2541.05        4110.43
