cost        CG2        HBCS        ScaleStar
2        8018.09        11932.05        8014.26
3        5875.95        9031.29        5880.13
4        4839.37        6371.35        4843.76
5        4234.77        5128.41        4336.88
6        3905.2        4140.49        4336.88
7        3638.89        3695.92        4336.88
8        3449.58        3585.15        4336.88
9        3320.77        3478.73        4336.88
10        3202.44        3388.44        4336.88
11        3105.02        3344.57        4336.88
12        3041        3299.72        4336.88
13        2972.29        3271.44        4336.88
14        2914.96        3227.66        4336.88
15        2870.66        3198.9        4336.88
16        2829.89        3154.35        4336.88
17        2790.29        3127.55        4336.88
18        2759.85        3106.48        4336.88
19        2732.34        3086        4336.88
20        2704.9        3066.01        4336.88
21        2682.09        2682.09        4336.88
