V 25
Workload
0   :0
1   :258
2   :29
3   :472
4   :448
5   :149
6   :169
7   :226
8   :123
9   :6
10  :49
11  :107
12  :232
13  :137
14  :335
15  :421
16  :71
17  :298
18  :174
19  :152
20  :299
21  :245
22  :119
23  :295
24  :0
Suclist
0  -->1
1  -->9
1  -->13
1  -->8
1  -->18
1  -->17
1  -->22
1  -->20
1  -->11
1  -->16
1  -->5
1  -->24
1  -->3
1  -->14
1  -->4
1  -->6
1  -->23
1  -->15
1  -->2
1  -->12
1  -->10
1  -->7
1  -->19
2  -->8
2  -->19
2  -->6
2  -->20
2  -->18
2  -->23
2  -->10
2  -->22
2  -->11
2  -->14
2  -->15
2  -->13
2  -->4
2  -->5
2  -->24
2  -->7
2  -->9
2  -->21
2  -->3
2  -->17
3  -->16
3  -->12
3  -->7
3  -->4
3  -->11
3  -->15
3  -->8
3  -->20
3  -->9
3  -->22
3  -->14
3  -->19
3  -->23
3  -->6
3  -->13
3  -->5
3  -->18
3  -->21
3  -->10
4  -->11
4  -->7
4  -->17
4  -->22
4  -->10
4  -->13
4  -->16
4  -->24
4  -->14
4  -->8
4  -->23
4  -->19
4  -->9
4  -->5
4  -->12
5  -->13
5  -->16
5  -->11
5  -->15
5  -->6
5  -->23
6  -->15
6  -->20
6  -->14
6  -->11
7  -->22
7  -->14
7  -->18
7  -->13
7  -->8
7  -->9
8  -->17
8  -->13
8  -->11
8  -->20
8  -->24
8  -->14
8  -->21
8  -->19
8  -->12
8  -->16
8  -->15
8  -->10
9  -->12
9  -->16
9  -->23
9  -->20
9  -->24
9  -->15
9  -->21
9  -->13
9  -->10
9  -->14
9  -->17
9  -->19
9  -->22
10 -->16
10 -->22
10 -->23
10 -->11
10 -->17
10 -->24
10 -->21
10 -->14
10 -->20
10 -->12
10 -->19
11 -->23
11 -->17
11 -->16
11 -->15
11 -->13
11 -->24
11 -->12
12 -->16
12 -->22
12 -->24
12 -->21
12 -->13
12 -->20
12 -->18
12 -->19
12 -->17
12 -->23
12 -->15
12 -->14
13 -->18
13 -->22
13 -->14
13 -->21
13 -->16
13 -->20
13 -->15
13 -->24
13 -->17
14 -->16
15 -->17
15 -->22
16 -->22
16 -->17
16 -->18
16 -->20
16 -->19
16 -->23
16 -->24
17 -->22
17 -->18
17 -->20
17 -->23
17 -->21
18 -->20
18 -->23
18 -->22
18 -->24
19 -->23
19 -->20
19 -->22
20 -->22
20 -->23
21 -->24
22 -->23
23 -->24
Prelist
1  <--0
2  <--1
3  <--1
3  <--2
4  <--1
4  <--2
4  <--3
5  <--1
5  <--2
5  <--3
5  <--4
6  <--1
6  <--2
6  <--3
6  <--5
7  <--1
7  <--2
7  <--3
7  <--4
8  <--1
8  <--2
8  <--3
8  <--4
8  <--7
9  <--1
9  <--2
9  <--3
9  <--4
9  <--7
10 <--1
10 <--2
10 <--3
10 <--4
10 <--8
10 <--9
11 <--1
11 <--2
11 <--3
11 <--4
11 <--5
11 <--6
11 <--8
11 <--10
12 <--1
12 <--3
12 <--4
12 <--8
12 <--9
12 <--10
12 <--11
13 <--1
13 <--2
13 <--3
13 <--4
13 <--5
13 <--7
13 <--8
13 <--9
13 <--11
13 <--12
14 <--1
14 <--2
14 <--3
14 <--4
14 <--6
14 <--7
14 <--8
14 <--9
14 <--10
14 <--12
14 <--13
15 <--1
15 <--2
15 <--3
15 <--5
15 <--6
15 <--8
15 <--9
15 <--11
15 <--12
15 <--13
16 <--1
16 <--3
16 <--4
16 <--5
16 <--8
16 <--9
16 <--10
16 <--11
16 <--12
16 <--13
16 <--14
17 <--1
17 <--2
17 <--4
17 <--8
17 <--9
17 <--10
17 <--11
17 <--12
17 <--13
17 <--15
17 <--16
18 <--1
18 <--2
18 <--3
18 <--7
18 <--12
18 <--13
18 <--16
18 <--17
19 <--1
19 <--2
19 <--3
19 <--4
19 <--8
19 <--9
19 <--10
19 <--12
19 <--16
20 <--1
20 <--2
20 <--3
20 <--6
20 <--8
20 <--9
20 <--10
20 <--12
20 <--13
20 <--16
20 <--17
20 <--18
20 <--19
21 <--2
21 <--3
21 <--8
21 <--9
21 <--10
21 <--12
21 <--13
21 <--17
22 <--1
22 <--2
22 <--3
22 <--4
22 <--7
22 <--9
22 <--10
22 <--12
22 <--13
22 <--15
22 <--16
22 <--17
22 <--18
22 <--19
22 <--20
23 <--1
23 <--2
23 <--3
23 <--4
23 <--5
23 <--9
23 <--10
23 <--11
23 <--12
23 <--16
23 <--17
23 <--18
23 <--19
23 <--20
23 <--22
24 <--1
24 <--2
24 <--4
24 <--8
24 <--9
24 <--10
24 <--11
24 <--12
24 <--13
24 <--16
24 <--18
24 <--21
24 <--23
E 184
#
