V 20
Workload
0   :0
1   :354
2   :457
3   :370
4   :292
5   :217
6   :299
7   :422
8   :167
9   :349
10  :323
11  :298
12  :117
13  :385
14  :68
15  :276
16  :104
17  :240
18  :11
19  :0
Suclist
0  -->1
0  -->2
0  -->3
0  -->4
1  -->10
2  -->6
2  -->8
2  -->7
2  -->11
2  -->15
2  -->16
2  -->9
2  -->19
2  -->14
2  -->12
2  -->18
2  -->13
2  -->5
2  -->17
2  -->10
3  -->11
4  -->15
4  -->17
4  -->16
4  -->18
4  -->8
4  -->12
4  -->14
5  -->15
5  -->11
5  -->17
5  -->9
5  -->12
5  -->6
5  -->8
5  -->13
5  -->16
6  -->14
6  -->16
6  -->15
6  -->19
6  -->12
6  -->11
6  -->7
6  -->8
7  -->9
7  -->13
8  -->11
8  -->10
8  -->9
8  -->16
8  -->14
8  -->17
8  -->19
8  -->12
8  -->18
9  -->13
9  -->11
10 -->19
10 -->16
10 -->18
11 -->16
12 -->19
12 -->18
12 -->17
12 -->13
12 -->16
12 -->15
12 -->14
13 -->14
13 -->19
14 -->19
14 -->16
14 -->15
15 -->16
15 -->19
16 -->17
16 -->18
17 -->19
17 -->18
18 -->19
Prelist
1  <--0
2  <--0
3  <--0
4  <--0
5  <--2
6  <--2
6  <--5
7  <--2
7  <--6
8  <--2
8  <--4
8  <--5
8  <--6
9  <--2
9  <--5
9  <--7
9  <--8
10 <--1
10 <--2
10 <--8
11 <--2
11 <--3
11 <--5
11 <--6
11 <--8
11 <--9
12 <--2
12 <--4
12 <--5
12 <--6
12 <--8
13 <--2
13 <--5
13 <--7
13 <--9
13 <--12
14 <--2
14 <--4
14 <--6
14 <--8
14 <--12
14 <--13
15 <--2
15 <--4
15 <--5
15 <--6
15 <--12
15 <--14
16 <--2
16 <--4
16 <--5
16 <--6
16 <--8
16 <--10
16 <--11
16 <--12
16 <--14
16 <--15
17 <--2
17 <--4
17 <--5
17 <--8
17 <--12
17 <--16
18 <--2
18 <--4
18 <--8
18 <--10
18 <--12
18 <--16
18 <--17
19 <--2
19 <--6
19 <--8
19 <--10
19 <--12
19 <--13
19 <--14
19 <--15
19 <--17
19 <--18
E 81
#
