V 20
Workload
0   :0
1   :128
2   :100
3   :398
4   :220
5   :470
6   :46
7   :311
8   :94
9   :95
10  :271
11  :307
12  :250
13  :381
14  :264
15  :272
16  :269
17  :231
18  :66
19  :0
Suclist
0  -->1
0  -->2
0  -->3
1  -->14
1  -->9
1  -->4
1  -->6
1  -->17
2  -->9
2  -->13
3  -->11
3  -->8
3  -->5
3  -->4
3  -->19
3  -->14
3  -->12
3  -->7
4  -->10
4  -->19
4  -->14
4  -->12
4  -->15
4  -->11
4  -->16
5  -->18
5  -->11
5  -->10
5  -->14
5  -->16
5  -->19
5  -->15
6  -->8
6  -->13
6  -->18
6  -->19
6  -->10
6  -->7
6  -->15
6  -->11
6  -->14
7  -->18
7  -->15
7  -->9
7  -->10
7  -->12
7  -->17
7  -->8
7  -->16
7  -->11
7  -->13
8  -->16
8  -->18
8  -->11
8  -->9
8  -->14
8  -->12
8  -->15
8  -->17
9  -->11
9  -->16
9  -->17
9  -->14
9  -->19
9  -->15
9  -->12
9  -->18
10 -->14
10 -->18
11 -->17
12 -->19
12 -->14
12 -->18
13 -->15
14 -->15
14 -->16
14 -->18
14 -->19
15 -->19
15 -->16
16 -->19
17 -->18
18 -->19
Prelist
1  <--0
2  <--0
3  <--0
4  <--1
4  <--3
5  <--3
6  <--1
7  <--3
7  <--6
8  <--3
8  <--6
8  <--7
9  <--1
9  <--2
9  <--7
9  <--8
10 <--4
10 <--5
10 <--6
10 <--7
11 <--3
11 <--4
11 <--5
11 <--6
11 <--7
11 <--8
11 <--9
12 <--3
12 <--4
12 <--7
12 <--8
12 <--9
13 <--2
13 <--6
13 <--7
14 <--1
14 <--3
14 <--4
14 <--5
14 <--6
14 <--8
14 <--9
14 <--10
14 <--12
15 <--4
15 <--5
15 <--6
15 <--7
15 <--8
15 <--9
15 <--13
15 <--14
16 <--4
16 <--5
16 <--7
16 <--8
16 <--9
16 <--14
16 <--15
17 <--1
17 <--7
17 <--8
17 <--9
17 <--11
18 <--5
18 <--6
18 <--7
18 <--8
18 <--9
18 <--10
18 <--12
18 <--14
18 <--17
19 <--3
19 <--4
19 <--5
19 <--6
19 <--9
19 <--12
19 <--14
19 <--15
19 <--16
19 <--18
E 83
#
