V 20
Workload
0   :0
1   :297
2   :358
3   :114
4   :119
5   :214
6   :462
7   :128
8   :437
9   :352
10  :309
11  :348
12  :141
13  :306
14  :301
15  :115
16  :273
17  :169
18  :228
19  :0
Suclist
0  -->1
1  -->16
1  -->13
1  -->7
1  -->17
1  -->6
1  -->15
1  -->2
1  -->19
1  -->9
1  -->3
1  -->18
1  -->11
2  -->9
2  -->13
2  -->10
2  -->12
2  -->4
2  -->18
2  -->3
2  -->6
2  -->14
3  -->19
3  -->15
3  -->5
3  -->6
3  -->14
3  -->17
4  -->10
4  -->19
4  -->6
4  -->12
5  -->15
5  -->11
5  -->16
5  -->18
5  -->12
5  -->9
5  -->17
5  -->8
5  -->10
5  -->6
5  -->14
5  -->13
6  -->11
6  -->16
7  -->14
7  -->12
7  -->17
8  -->18
8  -->10
8  -->9
8  -->15
9  -->13
9  -->15
10 -->15
10 -->19
10 -->13
10 -->16
10 -->17
10 -->14
10 -->12
11 -->15
11 -->14
11 -->18
11 -->19
11 -->13
11 -->16
11 -->12
11 -->17
12 -->18
12 -->13
13 -->19
13 -->18
13 -->17
13 -->15
13 -->14
14 -->16
15 -->19
15 -->17
16 -->19
17 -->19
18 -->19
Prelist
1  <--0
2  <--1
3  <--1
3  <--2
4  <--2
5  <--3
6  <--1
6  <--2
6  <--3
6  <--4
6  <--5
7  <--1
8  <--5
9  <--1
9  <--2
9  <--5
9  <--8
10 <--2
10 <--4
10 <--5
10 <--8
11 <--1
11 <--5
11 <--6
12 <--2
12 <--4
12 <--5
12 <--7
12 <--10
12 <--11
13 <--1
13 <--2
13 <--5
13 <--9
13 <--10
13 <--11
13 <--12
14 <--2
14 <--3
14 <--5
14 <--7
14 <--10
14 <--11
14 <--13
15 <--1
15 <--3
15 <--5
15 <--8
15 <--9
15 <--10
15 <--11
15 <--13
16 <--1
16 <--5
16 <--6
16 <--10
16 <--11
16 <--14
17 <--1
17 <--3
17 <--5
17 <--7
17 <--10
17 <--11
17 <--13
17 <--15
18 <--1
18 <--2
18 <--5
18 <--8
18 <--11
18 <--12
18 <--13
19 <--1
19 <--3
19 <--4
19 <--10
19 <--11
19 <--13
19 <--15
19 <--16
19 <--17
19 <--18
E 83
#
