V 20
Workload
0   :0
1   :191
2   :105
3   :139
4   :342
5   :57
6   :285
7   :285
8   :198
9   :263
10  :190
11  :185
12  :130
13  :434
14  :82
15  :240
16  :138
17  :451
18  :284
19  :0
Suclist
0  -->1
0  -->2
1  -->11
1  -->8
1  -->12
1  -->3
2  -->18
2  -->15
2  -->6
2  -->7
2  -->11
2  -->4
2  -->10
2  -->3
2  -->13
2  -->16
2  -->14
2  -->17
2  -->5
2  -->8
2  -->12
2  -->19
2  -->9
3  -->17
3  -->10
4  -->14
4  -->18
4  -->8
5  -->19
5  -->13
5  -->10
5  -->8
5  -->6
5  -->16
5  -->7
5  -->12
6  -->9
6  -->12
6  -->15
6  -->17
6  -->8
6  -->16
7  -->17
8  -->16
8  -->11
8  -->18
8  -->10
8  -->12
8  -->14
8  -->17
8  -->9
8  -->13
8  -->15
9  -->12
9  -->13
9  -->11
9  -->19
9  -->14
9  -->18
9  -->16
10 -->18
10 -->19
10 -->12
10 -->13
10 -->17
10 -->11
10 -->15
10 -->16
10 -->14
11 -->16
12 -->17
12 -->14
12 -->13
13 -->17
13 -->15
13 -->14
14 -->19
14 -->15
14 -->16
14 -->17
14 -->18
15 -->17
15 -->18
15 -->19
15 -->16
16 -->19
17 -->18
17 -->19
18 -->19
Prelist
1  <--0
2  <--0
3  <--1
3  <--2
4  <--2
5  <--2
6  <--2
6  <--5
7  <--2
7  <--5
8  <--1
8  <--2
8  <--4
8  <--5
8  <--6
9  <--2
9  <--6
9  <--8
10 <--2
10 <--3
10 <--5
10 <--8
11 <--1
11 <--2
11 <--8
11 <--9
11 <--10
12 <--1
12 <--2
12 <--5
12 <--6
12 <--8
12 <--9
12 <--10
13 <--2
13 <--5
13 <--8
13 <--9
13 <--10
13 <--12
14 <--2
14 <--4
14 <--8
14 <--9
14 <--10
14 <--12
14 <--13
15 <--2
15 <--6
15 <--8
15 <--10
15 <--13
15 <--14
16 <--2
16 <--5
16 <--6
16 <--8
16 <--9
16 <--10
16 <--11
16 <--14
16 <--15
17 <--2
17 <--3
17 <--6
17 <--7
17 <--8
17 <--10
17 <--12
17 <--13
17 <--14
17 <--15
18 <--2
18 <--4
18 <--8
18 <--9
18 <--10
18 <--14
18 <--15
18 <--17
19 <--2
19 <--5
19 <--9
19 <--10
19 <--14
19 <--15
19 <--16
19 <--17
19 <--18
E 89
#
