V 20
Workload
0   :0
1   :318
2   :120
3   :123
4   :70
5   :97
6   :213
7   :85
8   :41
9   :399
10  :124
11  :446
12  :125
13  :43
14  :173
15  :156
16  :64
17  :393
18  :249
19  :0
Suclist
0  -->1
0  -->3
0  -->4
0  -->5
1  -->12
1  -->2
2  -->11
3  -->19
3  -->10
3  -->7
4  -->10
4  -->18
5  -->6
5  -->13
5  -->14
5  -->9
5  -->19
5  -->7
5  -->11
5  -->8
5  -->17
6  -->9
6  -->16
6  -->19
6  -->7
6  -->8
6  -->12
6  -->11
6  -->13
6  -->17
7  -->10
8  -->10
8  -->17
8  -->14
9  -->17
9  -->18
9  -->15
9  -->10
9  -->13
9  -->14
9  -->12
10 -->14
10 -->11
10 -->18
10 -->13
10 -->12
10 -->15
10 -->17
10 -->16
10 -->19
11 -->13
11 -->14
11 -->19
11 -->15
11 -->16
11 -->18
11 -->17
11 -->12
12 -->18
12 -->15
12 -->16
12 -->17
12 -->19
12 -->14
12 -->13
13 -->18
13 -->15
13 -->19
13 -->17
13 -->16
14 -->16
14 -->17
14 -->15
14 -->18
15 -->18
15 -->19
16 -->17
17 -->18
17 -->19
18 -->19
Prelist
1  <--0
2  <--1
3  <--0
4  <--0
5  <--0
6  <--5
7  <--3
7  <--5
7  <--6
8  <--5
8  <--6
9  <--5
9  <--6
10 <--3
10 <--4
10 <--7
10 <--8
10 <--9
11 <--2
11 <--5
11 <--6
11 <--10
12 <--1
12 <--6
12 <--9
12 <--10
12 <--11
13 <--5
13 <--6
13 <--9
13 <--10
13 <--11
13 <--12
14 <--5
14 <--8
14 <--9
14 <--10
14 <--11
14 <--12
15 <--9
15 <--10
15 <--11
15 <--12
15 <--13
15 <--14
16 <--6
16 <--10
16 <--11
16 <--12
16 <--13
16 <--14
17 <--5
17 <--6
17 <--8
17 <--9
17 <--10
17 <--11
17 <--12
17 <--13
17 <--14
17 <--16
18 <--4
18 <--9
18 <--10
18 <--11
18 <--12
18 <--13
18 <--14
18 <--15
18 <--17
19 <--3
19 <--5
19 <--6
19 <--10
19 <--11
19 <--12
19 <--13
19 <--15
19 <--17
19 <--18
E 80
#
