V 20
Workload
0   :0
1   :48
2   :140
3   :207
4   :263
5   :303
6   :321
7   :146
8   :210
9   :62
10  :77
11  :471
12  :376
13  :450
14  :237
15  :402
16  :200
17  :121
18  :391
19  :0
Suclist
0  -->1
0  -->4
1  -->8
1  -->3
1  -->7
1  -->6
1  -->15
1  -->2
1  -->13
1  -->9
1  -->14
2  -->19
2  -->5
2  -->8
2  -->9
2  -->7
2  -->17
2  -->16
2  -->15
2  -->11
2  -->14
3  -->15
3  -->8
4  -->12
4  -->11
4  -->19
5  -->13
5  -->15
5  -->6
5  -->12
5  -->9
5  -->8
5  -->10
6  -->8
6  -->14
7  -->12
7  -->15
7  -->11
7  -->9
7  -->19
7  -->8
7  -->18
8  -->9
8  -->15
8  -->13
8  -->19
9  -->17
9  -->19
9  -->15
9  -->14
9  -->13
9  -->10
9  -->18
9  -->11
9  -->16
9  -->12
10 -->15
10 -->19
10 -->14
10 -->17
10 -->12
10 -->18
10 -->13
11 -->19
12 -->19
12 -->14
13 -->15
13 -->16
13 -->17
13 -->19
13 -->18
13 -->14
14 -->19
14 -->16
14 -->18
14 -->15
15 -->18
15 -->16
16 -->17
16 -->19
17 -->18
18 -->19
Prelist
1  <--0
2  <--1
3  <--1
4  <--0
5  <--2
6  <--1
6  <--5
7  <--1
7  <--2
8  <--1
8  <--2
8  <--3
8  <--5
8  <--6
8  <--7
9  <--1
9  <--2
9  <--5
9  <--7
9  <--8
10 <--5
10 <--9
11 <--2
11 <--4
11 <--7
11 <--9
12 <--4
12 <--5
12 <--7
12 <--9
12 <--10
13 <--1
13 <--5
13 <--8
13 <--9
13 <--10
14 <--1
14 <--2
14 <--6
14 <--9
14 <--10
14 <--12
14 <--13
15 <--1
15 <--2
15 <--3
15 <--5
15 <--7
15 <--8
15 <--9
15 <--10
15 <--13
15 <--14
16 <--2
16 <--9
16 <--13
16 <--14
16 <--15
17 <--2
17 <--9
17 <--10
17 <--13
17 <--16
18 <--7
18 <--9
18 <--10
18 <--13
18 <--14
18 <--15
18 <--17
19 <--2
19 <--4
19 <--7
19 <--8
19 <--9
19 <--10
19 <--11
19 <--12
19 <--13
19 <--14
19 <--16
19 <--18
E 82
#
