V 20
Workload
0   :0
1   :393
2   :134
3   :258
4   :319
5   :183
6   :343
7   :179
8   :207
9   :32
10  :173
11  :214
12  :453
13  :316
14  :178
15  :413
16  :411
17  :426
18  :473
19  :0
Suclist
0  -->1
0  -->2
0  -->3
1  -->11
1  -->4
2  -->5
3  -->8
4  -->11
4  -->9
4  -->7
4  -->18
4  -->6
4  -->13
4  -->17
4  -->16
4  -->12
4  -->10
4  -->8
4  -->15
4  -->14
4  -->5
4  -->19
5  -->19
5  -->18
5  -->12
5  -->8
5  -->13
5  -->16
5  -->17
6  -->11
6  -->16
6  -->13
6  -->12
6  -->8
6  -->7
6  -->14
6  -->15
6  -->17
6  -->18
7  -->19
7  -->14
7  -->10
7  -->8
8  -->16
8  -->15
8  -->17
8  -->12
8  -->18
9  -->12
9  -->13
9  -->18
9  -->16
9  -->10
9  -->19
9  -->17
9  -->14
9  -->15
10 -->15
10 -->16
10 -->19
10 -->18
10 -->13
10 -->14
10 -->12
11 -->18
12 -->18
12 -->13
12 -->16
12 -->14
12 -->19
13 -->17
13 -->15
13 -->14
14 -->19
15 -->16
15 -->19
15 -->18
15 -->17
16 -->18
16 -->17
17 -->19
17 -->18
18 -->19
Prelist
1  <--0
2  <--0
3  <--0
4  <--1
5  <--2
5  <--4
6  <--4
7  <--4
7  <--6
8  <--3
8  <--4
8  <--5
8  <--6
8  <--7
9  <--4
10 <--4
10 <--7
10 <--9
11 <--1
11 <--4
11 <--6
12 <--4
12 <--5
12 <--6
12 <--8
12 <--9
12 <--10
13 <--4
13 <--5
13 <--6
13 <--9
13 <--10
13 <--12
14 <--4
14 <--6
14 <--7
14 <--9
14 <--10
14 <--12
14 <--13
15 <--4
15 <--6
15 <--8
15 <--9
15 <--10
15 <--13
16 <--4
16 <--5
16 <--6
16 <--8
16 <--9
16 <--10
16 <--12
16 <--15
17 <--4
17 <--5
17 <--6
17 <--8
17 <--9
17 <--13
17 <--15
17 <--16
18 <--4
18 <--5
18 <--6
18 <--8
18 <--9
18 <--10
18 <--11
18 <--12
18 <--15
18 <--16
18 <--17
19 <--4
19 <--5
19 <--7
19 <--9
19 <--10
19 <--12
19 <--14
19 <--15
19 <--17
19 <--18
E 83
#
