V 20
Workload
0   :0
1   :291
2   :334
3   :152
4   :18
5   :160
6   :307
7   :455
8   :326
9   :174
10  :492
11  :68
12  :169
13  :480
14  :116
15  :335
16  :8
17  :499
18  :366
19  :0
Suclist
0  -->1
0  -->2
0  -->3
1  -->9
1  -->15
1  -->14
2  -->10
2  -->16
2  -->19
2  -->12
2  -->11
2  -->15
2  -->6
3  -->16
3  -->11
3  -->6
3  -->15
3  -->19
3  -->14
3  -->13
3  -->12
3  -->10
3  -->4
3  -->18
3  -->5
3  -->8
3  -->9
3  -->17
3  -->7
4  -->6
4  -->14
4  -->10
4  -->19
4  -->13
4  -->9
4  -->15
4  -->18
4  -->7
4  -->11
4  -->17
5  -->11
5  -->18
5  -->16
5  -->15
5  -->17
5  -->14
5  -->8
5  -->10
5  -->6
5  -->7
5  -->19
6  -->7
6  -->11
6  -->9
6  -->12
6  -->18
7  -->9
8  -->14
8  -->17
8  -->18
8  -->12
8  -->16
8  -->19
8  -->11
9  -->13
9  -->10
9  -->11
9  -->17
9  -->15
10 -->12
11 -->16
11 -->15
11 -->12
11 -->14
12 -->16
12 -->14
13 -->14
14 -->19
14 -->16
15 -->17
15 -->18
15 -->19
16 -->19
17 -->18
18 -->19
Prelist
1  <--0
2  <--0
3  <--0
4  <--3
5  <--3
6  <--2
6  <--3
6  <--4
6  <--5
7  <--3
7  <--4
7  <--5
7  <--6
8  <--3
8  <--5
9  <--1
9  <--3
9  <--4
9  <--6
9  <--7
10 <--2
10 <--3
10 <--4
10 <--5
10 <--9
11 <--2
11 <--3
11 <--4
11 <--5
11 <--6
11 <--8
11 <--9
12 <--2
12 <--3
12 <--6
12 <--8
12 <--10
12 <--11
13 <--3
13 <--4
13 <--9
14 <--1
14 <--3
14 <--4
14 <--5
14 <--8
14 <--11
14 <--12
14 <--13
15 <--1
15 <--2
15 <--3
15 <--4
15 <--5
15 <--9
15 <--11
16 <--2
16 <--3
16 <--5
16 <--8
16 <--11
16 <--12
16 <--14
17 <--3
17 <--4
17 <--5
17 <--8
17 <--9
17 <--15
18 <--3
18 <--4
18 <--5
18 <--6
18 <--8
18 <--15
18 <--17
19 <--2
19 <--3
19 <--4
19 <--5
19 <--8
19 <--14
19 <--15
19 <--16
19 <--18
E 85
#
