cost        CG2        HBCS        ScaleStar
1        5868.61        7403.22        5634.44
2        4454.42        6226.67        4462.29
3        3519        5363.92        3521.98
4        3103.99        4281.59        3104.84
5        2806.59        2925.91        2790.69
6        2591.47        2604.6        2708.38
7        2441.19        2489.75        2708.38
8        2318.1        2417.68        2708.38
9        2230.83        2358.86        2708.38
10        2148.77        2294.85        2708.38
11        2092.47        2274.67        2708.38
12        2029.76        2240.3        2708.38
13        1988        2222.95        2708.38
14        1943.9        2201.75        2708.38
15        1912.5        2190.05        2708.38
16        1880.19        2169.27        2708.38
17        1855.43        2135.76        2708.38
18        1829.69        2119.65        2708.38
19        1807.4        2089.08        2708.38
20        1786.79        1786.79        2708.38
