cost        CG2        HBCS        ScaleStar
2        5386.22        6792.98        5176.91
3        4073.19        5738.05        4079.28
4        3214.9        4968.52        3233.39
5        2838.92        3671.56        2838.85
6        2567.84        2818.38        2550.98
7        2370.07        2388.35        2477.74
8        2241.66        2293.05        2477.74
9        2121.52        2216.38        2477.74
10        2039.87        2126.67        2477.74
11        1965        2097.38        2477.74
12        1910.73        2077.91        2477.74
13        1856.57        2063.81        2477.74
14        1818.87        2035.49        2477.74
15        1778.98        2009.76        2477.74
16        1748.83        1984.43        2477.74
17        1719.53        1970.15        2477.74
18        1695.81        1946.25        2477.74
19        1672.28        1934.2        2477.74
20        1652.03        1913.15        2477.74
21        1634.32        1634.32        2477.74
