cost        CG2        HBCS        ScaleStar
2        5713.26        7165.91        5420.22
3        4316.08        6148.18        4320.75
4        3409.13        5128.89        3430.45
5        3007.15        4118.38        3010.26
6        2723.64        2956.36        2704.97
7        2511.91        2530.59        2622.73
8        2370.57        2425.16        2622.73
9        2245.9        2325.57        2622.73
10        2162.53        2260.8        2622.73
11        2080.16        2220.89        2622.73
12        2024.55        2207.14        2622.73
13        1966.09        2173.5        2622.73
14        1925.72        2154        2622.73
15        1883.31        2139.75        2622.73
16        1853.67        2116.71        2622.73
17        1821.89        2093.88        2622.73
18        1795.57        2079.58        2622.73
19        1771.67        2043.06        2622.73
20        1749.43        2020.01        2622.73
21        1729.23        1729.23        2622.73
