cost        CG2        HBCS        ScaleStar
1        5435.62        7216.09        5507.17
2        4359.74        6061.72        4356.48
3        3435.36        5205.13        3439.33
4        3035.58        4039.85        3041.03
5        2731.7        2969.49        2735.6
6        2535.92        2556.36        2648.33
7        2397        2455.41        2648.33
8        2269.54        2366.98        2648.33
9        2188.96        2296.88        2648.33
10        2102.86        2242.67        2648.33
11        2045.52        2233.17        2648.33
12        1987.25        2200.76        2648.33
13        1945.25        2176.78        2648.33
14        1903.16        2151.03        2648.33
15        1873.02        2119.17        2648.33
16        1839.8        2110.93        2648.33
17        1815.15        2087.69        2648.33
18        1789.6        2076.92        2648.33
19        1768.39        2048.57        2648.33
20        1747.9        1747.9        2648.33
