cost        CG2        HBCS        ScaleStar
2        5095.44        6452.82        4816.43
3        3845.51        5539.42        3851.89
4        3040.78        4534.3        3073.5
5        2676.9        3683.52        2682.29
6        2422.65        2477.44        2409.08
7        2235.83        2250.92        2341.51
8        2114.03        2152.93        2341.51
9        2002.48        2089.93        2341.51
10        1928.17        2010.39        2341.51
11        1854.09        1982.09        2341.51
12        1803.86        1956.94        2341.51
13        1753.76        1932.32        2341.51
14        1716.71        1918.53        2341.51
15        1679.98        1893.67        2341.51
16        1651.73        1881.66        2341.51
17        1622.58        1857.01        2341.51
18        1600.78        1840.42        2341.51
19        1578.58        1831.62        2341.51
20        1560.13        1810.57        2341.51
21        1542.31        1542.31        2341.51
