cost        CG2        HBCS        ScaleStar
2        6007.55        7535.42        5743.62
3        4582.31        6640.38        4585.92
4        3617.56        5524.68        3621.18
5        3189.23        4126.64        3197.45
6        2866.8        3019.09        2875.58
7        2666.8        2716.28        2789.73
8        2503.78        2564.64        2789.73
9        2384.08        2499.83        2789.73
10        2287.63        2391.87        2789.73
11        2209.07        2357.83        2789.73
12        2143.1        2340.77        2789.73
13        2086.68        2313.71        2789.73
14        2041.53        2284.83        2789.73
15        1999.33        2274.63        2789.73
16        1965.76        2237.25        2789.73
17        1932.78        2213.43        2789.73
18        1905.64        2189.88        2789.73
19        1880.93        2166.52        2789.73
20        1857.74        2160.19        2789.73
21        1836.64        1836.64        2789.73
