cost        CG2        HBCS        ScaleStar
2        5527.51        6317.16        4949.73
3        3945.45        5756.8        3952.46
4        3199.93        4792.19        3124.77
5        2750.99        3662.9        2751.77
6        2520.6        2546.78        2472.97
7        2296.52        2364.49        2396.04
8        2175.76        2206.87        2396.04
9        2052.67        2138.56        2396.04
10        1981.68        2060.6        2396.04
11        1901.21        2025.32        2396.04
12        1852.83        2015.49        2396.04
13        1798.01        1994        2396.04
14        1761.22        1975.32        2396.04
15        1722.17        1941.78        2396.04
16        1693.02        1915.03        2396.04
17        1664.87        1901.96        2396.04
18        1641.51        1893.84        2396.04
19        1618.45        1873.79        2396.04
20        1599.3        1853.21        2396.04
21        1581.39        1581.39        2396.04
