cost        CG2        HBCS        ScaleStar
2        4802.66        6027.02        4533.64
3        3608.2        5281.5        3621.8
4        2916.65        4233.38        2861.76
5        2510.35        3418.37        2512.27
6        2290.52        2407.93        2258.12
7        2096.65        2105.21        2189.83
8        1982.09        2030        2189.83
9        1876.77        1947.19        2189.83
10        1810.39        1906.06        2189.83
11        1738.2        1869.1        2189.83
12        1692.59        1841.91        2189.83
13        1643.56        1820.26        2189.83
14        1610.58        1807.42        2189.83
15        1574.6        1779.32        2189.83
16        1547.57        1756.99        2189.83
17        1521.81        1735.68        2189.83
18        1500.7        1717.11        2189.83
19        1479.55        1696.68        2189.83
20        1462.61        1689.89        2189.83
21        1445.29        1445.29        2189.83
