cost        CG2        HBCS        ScaleStar
2        4329.54        5201.64        4055.62
3        3234.52        4551.95        3234.1
4        2616.86        3947.75        2567.28
5        2253.27        2917.09        2254.05
6        2041.59        2305.97        2028.69
7        1882        1904.75        1960.41
8        1772.62        1804.36        1960.41
9        1680.17        1732.75        1960.41
10        1618.48        1679.04        1960.41
11        1558.02        1658.9        1960.41
12        1518.06        1644.56        1960.41
13        1473.17        1625.6        1960.41
14        1442.47        1612.84        1960.41
15        1411.3        1587.43        1960.41
16        1387.83        1586.07        1960.41
17        1364.61        1554.23        1960.41
18        1345.08        1531.91        1960.41
19        1326.42        1513.77        1960.41
20        1310.33        1509.42        1960.41
21        1295.72        1295.72        1960.41
