cost        CG2        HBCS        ScaleStar
2        4993.85        6280.68        4736.94
3        3758.8        5496.13        3761.78
4        2964.9        4278.72        2999.18
5        2611.37        3472.63        2614.35
6        2364.38        2522.9        2362.82
7        2184.25        2188.85        2283.06
8        2072.14        2108.71        2283.06
9        1954.77        2045.39        2283.06
10        1884.93        1963.98        2283.06
11        1809.01        1940.98        2283.06
12        1762.7        1915.4        2283.06
13        1710.96        1892.46        2283.06
14        1675.65        1872.58        2283.06
15        1638.59        1845.14        2283.06
16        1612.83        1829.18        2283.06
17        1584.03        1811.1        2283.06
18        1562.36        1789.77        2283.06
19        1540.05        1780.78        2283.06
20        1522.51        1764.75        2283.06
21        1504.39        1504.39        2283.06
