cost        CG2        HBCS        ScaleStar
2        5642.46        6560.46        5091.24
3        4043.19        5804.53        4053.74
4        3189.79        4739.34        3195.67
5        2817.06        3682.57        2818.55
6        2586.89        2794.08        2534.15
7        2355.23        2368.11        2456.2
8        2234.21        2277.57        2456.2
9        2107.07        2192.52        2456.2
10        2032.97        2123.35        2456.2
11        1951.64        2087.7        2456.2
12        1897.18        2060.7        2456.2
13        1844.33        2051.27        2456.2
14        1806.24        2026.56        2456.2
15        1768.82        1996.75        2456.2
16        1737.71        1982.62        2456.2
17        1706.82        1964.63        2456.2
18        1683.88        1932.1        2456.2
19        1659.48        1916.76        2456.2
20        1640.38        1887.25        2456.2
21        1622.01        1622.01        2456.2
