cost        CG2        HBCS        ScaleStar
2        5770.76        7191.96        5496.85
3        4376.98        6336.37        4384.2
4        3453.88        5085.03        3456
5        3050.34        4037.61        3047.08
6        2757.34        2795.96        2742.07
7        2545.65        2562.11        2659.12
8        2399.22        2457.83        2659.12
9        2277.82        2378.24        2659.12
10        2196.34        2289.29        2659.12
11        2111.29        2255.46        2659.12
12        2056.92        2228.64        2659.12
13        1995.39        2215.5        2659.12
14        1954.89        2190.15        2659.12
15        1911.38        2166.05        2659.12
16        1880.92        2136.87        2659.12
17        1848.31        2124.39        2659.12
18        1822.85        2104.9        2659.12
19        1796.36        2074.73        2659.12
20        1775.24        2065.17        2659.12
21        1755.02        1755.02        2659.12
