cost        CG2        HBCS        ScaleStar
2        484        484        484
3        436        436        436
4        278.3        278.3        278.3
5        278.3        278.3        278.3
6        278.3        436        278.3
7        250.7        250.7        278.3
8        250.7        250.7        250.7
9        250.7        175.45        250.7
10        175.45        175.45        175.45
11        175.45        175.45        175.45
12        175.45        175.45        175.45
13        158.05        158.05        158.05
14        158.05        141.17        158.05
15        158.05        141.17        158.05
16        141.17        141.17        141.17
17        141.17        141.17        141.17
18        141.17        141.17        141.17
19        127.17        141.17        141.17
20        127.17        141.17        141.17
21        124.02        124.02        141.17
