cost        CG2        HBCS        ScaleStar
2        493.85        493.85        493.85
3        467.85        460.28        493.85
4        322.58        434.28        322.58
5        289        289        289
6        277.81        289        277.81
7        307.62        434.28        277.81
8        274.05        274.05        289
9        262.86        274.05        277.81
10        203.36        274.05        203.36
11        192.17        274.05        192.17
12        186.58        274.05        192.17
13        193.94        193.94        192.17
14        177.15        193.94        192.17
15        193.94        174.82        192.17
16        163.62        174.82        163.62
17        158.03        174.82        163.62
18        156.04        174.82        163.62
19        150.45        174.82        163.62
20        150.45        174.82        163.62
21        143.76        143.76        163.62
