cost        CG2        HBCS        ScaleStar
1        503.72        624        624
2        358.8        503.72        503.72
3        358.8        624        358.8
4        358.8        479.08        358.8
5        298.66        358.8        358.8
6        286.34        406.61        358.8
7        226.2        286.34        286.34
8        226.2        286.34        286.34
9        226.2        262.18        226.2
10        226.2        262.18        226.2
11        202.05        202.05        226.2
12        202.05        202.05        226.2
13        182        182        202.05
14        182        182        202.05
15        182        171.98        182
16        182        171.98        182
17        169.92        171.98        182
18        169.92        171.98        182
19        159.9        171.98        182
20        159.9        159.9        182
