cost        CG2        HBCS        ScaleStar
2        336        336        336
3        336        403        403
4        231.73        231.73        231.73
5        231.73        403        231.73
6        193.2        331.18        195.81
7        193.2        295.26        231.73
8        193.2        195.81        195.81
9        193.2        195.81        195.81
10        146.09        146.09        146.09
11        134.12        146.09        134.12
12        129.51        129.51        134.12
13        121.8        146.09        146.09
14        121.8        129.51        134.12
15        129.51        134.12        134.12
16        117.54        117.54        117.54
17        109.25        109.25        117.54
18        109.25        109.25        117.54
19        103.27        109.25        117.54
20        103.27        109.25        117.54
21        103.27        103.27        117.54
