cost        CG2        HBCS        ScaleStar
2        641.8        641.8        641.8
3        518.98        518.98        518.98
4        423.78        423.78        423.78
5        398.7        398.7        398.7
6        376.18        485.19        376.18
7        339.84        339.84        339.84
8        314.76        314.76        314.76
9        292.24        457.21        292.24
10        267.16        311.86        267.16
11        258.8        286.78        258.8
12        251.3        264.26        251.3
13        239.18        298.54        239.18
14        230.83        248.39        230.83
15        223.32        223.32        223.32
16        214.96        214.96        214.96
17        210.78        210.78        214.96
18        202.85        202.85        214.96
19        200.97        202.85        214.96
20        196.79        202.85        214.96
21        188.86        188.86        214.96
