cost        CG2        HBCS        ScaleStar
2        623.96        623.96        623.96
3        492.35        492.35        492.35
4        375.47        375.47        375.47
5        363.86        363.86        363.86
6        362.41        412.03        363.86
7        303.86        303.86        303.86
8        292.25        292.25        292.25
9        290.79        290.79        292.25
10        233.81        279.99        233.81
11        232.36        266.92        233.81
12        232.36        238.98        233.81
13        209.94        209.94        209.94
14        208.49        208.49        209.94
15        208.49        193.36        193.36
16        189.01        189.01        190.46
17        189.01        192.34        190.46
18        180.72        180.72        190.46
19        177.07        179.27        190.46
20        177.07        179.27        190.46
21        167.33        167.33        190.46
