cost        CG2        HBCS        ScaleStar
2        238.82        239.99        239.99
3        188.14        191.54        191.54
4        146.7        191.54        191.54
5        138.52        139.69        139.69
6        138.52        167.31        139.69
7        113.76        115.46        115.46
8        112.59        115.46        115.46
9        112.59        115.46        115.46
10        89.54        89.54        89.54
11        88.37        107.39        89.54
12        88.37        107.39        89.54
13        79.73        81.46        81.46
14        79.73        81.46        81.46
15        72.82        72.82        72.82
16        71.65        72.82        72.82
17        71.65        72.82        72.82
18        68.5        68.5        72.82
19        67.33        68.5        72.82
20        67.33        68.5        72.82
21        63.29        63.29        72.82
