cost        CG2        HBCS        ScaleStar
2        359.08        359.08        359.08
3        300.85        359.08        359.08
4        240.92        329.11        240.92
5        240.92        210.96        240.92
6        210.96        210.96        210.96
7        181.85        210.96        210.96
8        181.85        187.11        210.96
9        151.89        151.89        151.89
10        151.89        151.89        151.89
11        151.89        187.11        151.89
12        141.9        132.2        141.9
13        132.2        132.2        141.9
14        132.2        132.2        141.9
15        122.21        132.2        122.21
16        122.21        132.2        122.21
17        117.21        122.35        122.21
18        117.21        122.35        122.21
19        112.36        122.35        122.21
20        107.37        122.35        122.21
21        107.37        107.37        122.21
