cost        CG2        HBCS        ScaleStar
2        169.92        195        195
3        137.2        137.2        169.92
4        112.12        112.12        112.12
5        112.12        112.12        112.12
6        99.59        112.12        112.12
7        99.59        108.3        99.59
8        83.22        108.3        99.59
9        70.69        83.22        83.22
10        70.69        98.67        70.69
11        70.69        98.67        70.69
12        66.51        73.59        70.69
13        61.05        61.05        66.51
14        61.05        61.05        61.05
15        56.88        56.88        61.05
16        56.88        56.88        56.88
17        54.79        54.79        56.88
18        54.79        54.79        56.88
19        52.06        54.79        56.88
20        52.06        54.79        56.88
21        49.97        49.97        56.88
