cost        CG2        HBCS        ScaleStar
2        322.75        322.75        322.75
3        244        295.12        322.75
4        217.35        295.12        217.35
5        217.35        295.12        217.35
6        189.72        189.72        189.72
7        164.65        295.12        180.52
8        140.3        189.72        189.72
9        140.3        189.72        180.52
10        137.02        137.02        137.02
11        127.82        189.72        127.82
12        119.46        137.02        127.82
13        119.46        137.02        127.82
14        110.25        137.02        127.82
15        105.65        119.46        127.82
16        110.25        119.46        110.25
17        105.65        110.68        110.25
18        101.47        110.68        110.25
19        96.86        110.68        110.25
20        96.86        110.68        110.25
21        96.86        96.86        110.25
