cost        CG2        HBCS        ScaleStar
2        1019.92        1019.92        1019.92
3        834.62        835.05        835.05
4        649.75        649.75        649.75
5        649.75        742.61        649.75
6        594.71        742.61        594.71
7        557.1        687.58        557.31
8        502.06        502.28        502.28
9        464.66        502.28        483.93
10        409.62        409.62        409.62
11        391.28        409.62        391.28
12        378.74        378.74        378.81
13        378.74        378.74        378.81
14        347.93        363.3        360.47
15        347.93        360.4        360.47
16        329.58        344.95        329.58
17        320.41        329.58        329.58
18        314.14        314.14        329.58
19        304.97        314.14        329.58
20        298.74        314.14        329.58
21        289.56        289.56        329.58
