cost        CG2        HBCS        ScaleStar
2        538.28        538.28        538.28
3        468.15        538.28        538.28
4        367.42        487.91        367.42
5        367.42        487.91        367.42
6        317.06        487.91        317.06
7        317.06        317.06        317.06
8        282        317.06        317.06
9        231.64        317.06        300.28
10        231.64        231.64        231.64
11        231.64        231.64        231.64
12        214.85        231.64        214.85
13        203.16        203.16        214.85
14        203.16        203.16        214.85
15        203.16        203.16        214.85
16        186.38        188.92        186.38
17        177.98        188.92        186.38
18        177.98        188.92        186.38
19        172.14        188.92        186.38
20        172.14        188.92        186.38
21        163.74        163.74        186.38
