cost        CG2        HBCS        ScaleStar
2        495.05        495.05        495.05
3        401.12        495.05        495.05
4        327.18        458.08        327.18
5        327.18        290.2        327.18
6        290.2        290.2        290.2
7        277.88        290.2        290.2
8        243.24        209.08        277.88
9        206.26        206.26        206.26
10        206.26        206.26        206.26
11        193.94        206.26        193.94
12        193.94        178.28        193.94
13        178.28        178.28        193.94
14        178.28        178.28        193.94
15        165.96        164.29        165.96
16        165.96        164.29        165.96
17        159.8        164.29        165.96
18        159.8        164.29        165.96
19        151.97        164.29        165.96
20        145.81        164.29        165.96
21        145.81        145.81        165.96
