cost        CG2        HBCS        ScaleStar
2        653.02        743.55        733.92
3        540.82        631.35        628.94
4        435.85        631.35        435.85
5        425.01        578.86        426.22
6        383.36        578.86        426.22
7        372.52        376.14        373.73
8        324.85        376.14        373.73
9        323.65        376.14        356.23
10        272.37        274.78        272.37
11        271.16        274.78        272.37
12        253.67        274.78        254.87
13        253.67        274.78        254.87
14        237.38        240.99        254.87
15        237.38        240.99        254.87
16        219.88        240.99        221.08
17        219.88        224.09        221.08
18        211.13        224.09        221.08
19        204.19        224.09        221.08
20        202.99        206.6        221.08
21        194.24        194.24        221.08
