cost        CG2        HBCS        ScaleStar
2        827.89        827.89        828.71
3        626.34        682.54        683.36
4        485.88        485.88        485.88
5        478.54        609.87        479.36
6        478.54        609.87        479.36
7        405.87        405.87        406.68
8        376.54        405.87        406.68
9        376.54        405.87        382.46
10        303.87        303.87        304.68
11        303.87        303.87        304.68
12        280.46        303.87        280.46
13        269.87        269.87        280.46
14        269.87        269.87        280.46
15        269.87        269.87        280.46
16        245.64        245.64        246.46
17        245.64        245.64        246.46
18        233.53        245.64        246.46
19        228.64        228.64        246.46
20        228.64        228.64        246.46
21        216.53        216.53        246.46
