cost        CG2        HBCS        ScaleStar
2        809.08        809.08        809.08
3        737.25        711.75        711.75
4        529        753.61        529
5        529        570.86        529
6        473.54        473.54        473.54
7        437.62        424.88        424.88
8        437.62        479.49        424.88
9        382.16        382.16        382.16
10        333.5        333.5        333.5
11        317.28        351.7        317.28
12        315.01        351.7        315.01
13        303.04        303.04        298.79
14        284.55        286.82        284.55
15        284.55        286.82        284.55
16        268.33        278.71        268.33
17        259.09        278.71        268.33
18        259.09        278.71        268.33
19        253.1        263.48        268.33
20        243.86        263.48        268.33
21        235.75        235.75        268.33
