cost        CG2        HBCS        ScaleStar
2        867.4        867.4        867.4
3        707.6        752.22        752.22
4        575        801.1        575
5        575        623.88        575
6        508.7        508.7        508.7
7        486.39        508.7        508.7
8        428.8        535.26        451.11
9        420.09        420.09        420.09
10        362.5        505.72        362.5
11        362.5        390.55        362.5
12        340.4        390.55        340.4
13        332.96        332.96        340.4
14        310.86        313.77        310.86
15        310.86        313.77        310.86
16        291.67        304.17        291.67
17        282.07        304.17        291.67
18        276.9        304.17        291.67
19        276.9        304.17        291.67
20        265.85        282.07        291.67
21        256.25        256.25        291.67
