cost        CG2        HBCS        ScaleStar
2        1079.35        1079.35        1079.35
3        1032.18        1032.18        1032.18
4        713        713        713
5        713        928.26        713
6        632.68        767.61        632.68
7        609.09        609.09        609.09
8        528.76        528.76        528.76
9        528.76        528.76        528.76
10        449.5        449.5        449.5
11        449.5        501.99        449.5
12        414.86        422.72        414.86
13        414.86        422.72        414.86
14        388.09        396.3        388.09
15        388.09        383.09        388.09
16        361.67        361.67        361.67
17        348.28        361.67        361.67
18        344.35        348.46        361.67
19        344.35        348.46        361.67
20        330.96        348.46        361.67
21        317.75        317.75        361.67
