cost        CG2        HBCS        ScaleStar
2        334        334        334
3        329        301.38        301.38
4        192.05        192.05        192.05
5        192.05        192.05        192.05
6        192.05        301.38        192.05
7        189.18        189.18        189.18
8        189.18        170.76        170.76
9        189.18        160.7        170.76
10        121.08        189.18        121.08
11        121.08        170.76        121.08
12        121.08        133.08        121.08
13        119.26        114.66        114.66
14        119.26        142        114.66
15        114.66        100.56        100.56
16        97.42        97.42        97.42
17        97.42        105.02        97.42
18        97.42        97.42        97.42
19        95.96        97.42        97.42
20        95.96        97.42        97.42
21        85.59        85.59        97.42
