cost        CG2        HBCS        ScaleStar
2        10478.38        17818.69        10502.67
3        7382.89        12391.36        7328.7
4        6246.83        8961.44        6914.75
5        5601.89        5701.45        6914.75
6        5203.72        5208.71        6914.75
7        4947.68        5070.33        6914.75
8        4760.85        4937.22        6914.75
9        4618.81        4843.41        6914.75
10        4506.12        4758.78        6914.75
11        4416.23        4692.3        6914.75
12        4338.96        4636.67        6914.75
13        4275.15        4594.15        6914.75
14        4220.27        4562.09        6914.75
15        4173.06        4521.52        6914.75
16        4132.64        4485.76        6914.75
17        4098.59        4449.43        6914.75
18        4066.49        4426.72        6914.75
19        4038.31        4402.83        6914.75
20        4013.65        4376.08        6914.75
21        3989.73        4355.01        6914.75
