cost        CG2        HBCS        ScaleStar
2        10901.65        18656.13        10909.94
3        7656.7        12748.42        7622.07
4        6474.35        9329.74        7178.3
5        5820.31        6167.43        7178.3
6        5405.6        5416.76        7178.3
7        5140.77        5261.02        7178.3
8        4947.84        5139.4        7178.3
9        4802.17        5018.48        7178.3
10        4682.93        4952.26        7178.3
11        4587.85        4886.87        7178.3
12        4508.96        4823.21        7178.3
13        4443.64        4777.45        7178.3
14        4385.38        4737.13        7178.3
15        4337.49        4693.25        7178.3
16        4295.39        4664.3        7178.3
17        4259.26        4629.46        7178.3
18        4226.61        4603.83        7178.3
19        4197.2        4585.12        7178.3
20        4170.25        4549.19        7178.3
21        4146.76        4146.76        7178.3
