cost        CG2        HBCS        ScaleStar
2        11248.99        19105.36        11273.85
3        7864.22        13205.39        7864
4        6692.55        9725.58        7419.56
5        6003.18        6142.58        7419.56
6        5580.71        5589.83        7419.56
7        5307.1        5421.34        7419.56
8        5106.36        5287.69        7419.56
9        4956.83        5183.61        7419.56
10        4835.49        5112.12        7419.56
11        4736.58        5046.82        7419.56
12        4658.18        4985.66        7419.56
13        4587.28        4930.98        7419.56
14        4526.82        4887.67        7419.56
15        4478.38        4848.68        7419.56
16        4436.21        4809.32        7419.56
17        4398.48        4780.17        7419.56
18        4363.44        4755.31        7419.56
19        4333.77        4726.22        7419.56
20        4306.06        4705.83        7419.56
21        4282.21        4282.21        7419.56
