cost        CG2        HBCS        ScaleStar
2        10968.71        18707.62        10984.79
3        7675.32        13159.13        7680.06
4        6515.22        9570.05        7245.71
5        5848.73        6155.32        7245.71
6        5447.39        5463.84        7245.71
7        5179.22        5293.43        7245.71
8        4981.69        5162.05        7245.71
9        4836.36        5057.8        7245.71
10        4714.87        4981.12        7245.71
11        4621.89        4913.57        7245.71
12        4543.53        4860.8        7245.71
13        4476.8        4808.56        7245.71
14        4418.36        4782        7245.71
15        4370.43        4728.39        7245.71
16        4327.36        4683.99        7245.71
17        4292.01        4662.89        7245.71
18        4257.4        4626.95        7245.71
19        4228.8        4614.59        7245.71
20        4200.67        4584.3        7245.71
21        4177.92        4177.92        7245.71
