cost        CG2        HBCS        ScaleStar
2        11693.68        19934.53        11721.51
3        8176.16        13887.67        8174.53
4        6934.79        9535.84        7707.95
5        6240.32        6497.63        7707.95
6        5801.79        5810.62        7707.95
7        5512.13        5644.52        7707.95
8        5307.2        5498.04        7707.95
9        5148.37        5383.86        7707.95
10        5022.59        5321.04        7707.95
11        4920.75        5247.51        7707.95
12        4839.05        5176.35        7707.95
13        4763.65        5116.33        7707.95
14        4701.91        5074.85        7707.95
15        4652.25        5035.02        7707.95
16        4606.6        4998.77        7707.95
17        4567.53        4966.58        7707.95
18        4532.23        4930.45        7707.95
19        4501.62        4906.01        7707.95
20        4471.75        4887.66        7707.95
21        4446.82        4865.13        7707.95
