cost        CG2        HBCS        ScaleStar
1        10772.97        18230.73        10794.65
2        7534.48        12746.3        7535.61
3        6375.56        9047.64        7102.36
4        5740.04        5937.83        7102.36
5        5350.33        5356.08        7102.36
6        5087.36        5198.22        7102.36
7        4893.96        5074.45        7102.36
8        4748.98        4974.61        7102.36
9        4634.47        4903.07        7102.36
10        4543.3        4828.83        7102.36
11        4463.69        4779.35        7102.36
12        4396.58        4724.35        7102.36
13        4337.79        4681.32        7102.36
14        4290.85        4639.2        7102.36
15        4249.34        4606.23        7102.36
16        4214.07        4578.7        7102.36
17        4181.61        4548.65        7102.36
18        4152.94        4529.06        7102.36
19        4126.04        4503.2        7102.36
20        4102.95        4102.95        7102.36
